2023-10-17 15:28:00,918 INFO    StreamThr :262949 [internal.py:wandb_internal():86] W&B internal server running at pid: 262949, started at: 2023-10-17 15:28:00.918086
2023-10-17 15:28:02,248 DEBUG   HandlerThread:262949 [system_monitor.py:probe():223] {'os': 'Linux-5.15.90.1-microsoft-standard-WSL2-x86_64-with-glibc2.35', 'python': '3.10.12', 'heartbeatAt': '2023-10-17T06:28:02.221624', 'startedAt': '2023-10-17T06:28:00.916003', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/sjkim/ICLR2023/train.py', 'codePathLocal': 'train.py', 'codePath': 'train.py', 'git': {'remote': 'https://github.com/GIST-DSLab/ICLR2023.git', 'commit': 'b5a333bdc7f59822d722cb62ed594d20940b0f4f'}, 'email': 'ksj614@kaist.ac.kr', 'root': '/home/sjkim/ICLR2023', 'host': 'SEJIN-KIM', 'username': 'sjkim', 'executable': '/home/sjkim/arcle_env/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 4491.466999999999, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 4491.467, 'min': 0.0, 'max': 0.0}, {'current': 4491.467, 'min': 0.0, 'max': 0.0}, {'current': 4491.467, 'min': 0.0, 'max': 0.0}, {'current': 4491.467, 'min': 0.0, 'max': 0.0}, {'current': 4491.467, 'min': 0.0, 'max': 0.0}, {'current': 4491.467, 'min': 0.0, 'max': 0.0}, {'current': 4491.467, 'min': 0.0, 'max': 0.0}, {'current': 4491.467, 'min': 0.0, 'max': 0.0}, {'current': 4491.467, 'min': 0.0, 'max': 0.0}, {'current': 4491.467, 'min': 0.0, 'max': 0.0}, {'current': 4491.467, 'min': 0.0, 'max': 0.0}, {'current': 4491.467, 'min': 0.0, 'max': 0.0}, {'current': 4491.467, 'min': 0.0, 'max': 0.0}, {'current': 4491.467, 'min': 0.0, 'max': 0.0}, {'current': 4491.467, 'min': 0.0, 'max': 0.0}, {'current': 4491.467, 'min': 0.0, 'max': 0.0}], 'disk': {'/': {'total': 1006.853931427002, 'used': 151.14083099365234}}, 'gpu': 'NVIDIA GeForce RTX 3060', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3060', 'memory_total': 12884901888}], 'memory': {'total': 30.926044464111328}}
2023-10-17 15:28:02,248 INFO    HandlerThread:262949 [system_monitor.py:probe():224] Finished collecting system info
2023-10-17 15:28:02,248 INFO    HandlerThread:262949 [system_monitor.py:probe():227] Publishing system info
2023-10-17 15:28:02,248 DEBUG   HandlerThread:262949 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-10-17 15:28:02,249 DEBUG   HandlerThread:262949 [system_info.py:_save_pip():68] Saving pip packages done
2023-10-17 15:28:02,249 INFO    HandlerThread:262949 [system_monitor.py:probe():229] Finished publishing system info
2023-10-17 15:28:02,251 DEBUG   SenderThread:262949 [sender.py:send():380] send: files
2023-10-17 15:28:02,251 INFO    SenderThread:262949 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-10-17 15:28:02,254 DEBUG   SenderThread:262949 [sender.py:send():380] send: telemetry
2023-10-17 15:28:02,255 DEBUG   HandlerThread:262949 [handler.py:handle_request():146] handle_request: internal_messages
2023-10-17 15:28:02,256 DEBUG   HandlerThread:262949 [handler.py:handle_request():146] handle_request: stop_status
2023-10-17 15:28:02,256 DEBUG   SenderThread:262949 [sender.py:send_request():407] send_request: stop_status
2023-10-17 15:28:02,640 INFO    Thread-12 :262949 [dir_watcher.py:_on_file_created():271] file/dir created: /home/sjkim/ICLR2023/outputs/2023-10-17/15-28-00/wandb/run-20231017_152800-h0kdjq5q/files/requirements.txt
2023-10-17 15:28:02,640 INFO    Thread-12 :262949 [dir_watcher.py:_on_file_created():271] file/dir created: /home/sjkim/ICLR2023/outputs/2023-10-17/15-28-00/wandb/run-20231017_152800-h0kdjq5q/files/wandb-metadata.json
2023-10-17 15:28:03,411 INFO    wandb-upload_0:262949 [upload_job.py:push():131] Uploaded file /tmp/tmpcn6sdep2wandb/2kezts74-wandb-metadata.json
2023-10-17 15:28:03,639 INFO    Thread-12 :262949 [dir_watcher.py:_on_file_created():271] file/dir created: /home/sjkim/ICLR2023/outputs/2023-10-17/15-28-00/wandb/run-20231017_152800-h0kdjq5q/files/output.log
2023-10-17 15:28:05,639 INFO    Thread-12 :262949 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/sjkim/ICLR2023/outputs/2023-10-17/15-28-00/wandb/run-20231017_152800-h0kdjq5q/files/output.log
2023-10-17 15:28:06,915 DEBUG   HandlerThread:262949 [handler.py:handle_request():146] handle_request: status_report
2023-10-17 15:28:11,916 DEBUG   HandlerThread:262949 [handler.py:handle_request():146] handle_request: status_report
2023-10-17 15:28:16,916 DEBUG   HandlerThread:262949 [handler.py:handle_request():146] handle_request: status_report
2023-10-17 15:28:17,254 DEBUG   HandlerThread:262949 [handler.py:handle_request():146] handle_request: stop_status
2023-10-17 15:28:17,254 DEBUG   SenderThread:262949 [sender.py:send_request():407] send_request: stop_status
2023-10-17 15:28:17,254 DEBUG   HandlerThread:262949 [handler.py:handle_request():146] handle_request: internal_messages
2023-10-17 15:28:22,007 DEBUG   HandlerThread:262949 [handler.py:handle_request():146] handle_request: status_report
2023-10-17 15:28:22,051 DEBUG   SenderThread:262949 [sender.py:send():380] send: exit
2023-10-17 15:28:22,051 INFO    SenderThread:262949 [sender.py:send_exit():585] handling exit code: 255
2023-10-17 15:28:22,051 INFO    SenderThread:262949 [sender.py:send_exit():587] handling runtime: 19
2023-10-17 15:28:22,052 INFO    SenderThread:262949 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-10-17 15:28:22,052 INFO    SenderThread:262949 [sender.py:send_exit():593] send defer
2023-10-17 15:28:22,052 DEBUG   HandlerThread:262949 [handler.py:handle_request():146] handle_request: defer
2023-10-17 15:28:22,052 INFO    HandlerThread:262949 [handler.py:handle_request_defer():172] handle defer: 0
2023-10-17 15:28:22,053 DEBUG   SenderThread:262949 [sender.py:send_request():407] send_request: defer
2023-10-17 15:28:22,053 INFO    SenderThread:262949 [sender.py:send_request_defer():609] handle sender defer: 0
2023-10-17 15:28:22,053 INFO    SenderThread:262949 [sender.py:transition_state():613] send defer: 1
2023-10-17 15:28:22,053 DEBUG   HandlerThread:262949 [handler.py:handle_request():146] handle_request: defer
2023-10-17 15:28:22,053 INFO    HandlerThread:262949 [handler.py:handle_request_defer():172] handle defer: 1
2023-10-17 15:28:22,053 DEBUG   SenderThread:262949 [sender.py:send_request():407] send_request: defer
2023-10-17 15:28:22,053 INFO    SenderThread:262949 [sender.py:send_request_defer():609] handle sender defer: 1
2023-10-17 15:28:22,053 INFO    SenderThread:262949 [sender.py:transition_state():613] send defer: 2
2023-10-17 15:28:22,053 DEBUG   HandlerThread:262949 [handler.py:handle_request():146] handle_request: defer
2023-10-17 15:28:22,053 INFO    HandlerThread:262949 [handler.py:handle_request_defer():172] handle defer: 2
2023-10-17 15:28:22,053 INFO    HandlerThread:262949 [system_monitor.py:finish():203] Stopping system monitor
2023-10-17 15:28:22,053 DEBUG   SystemMonitor:262949 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2023-10-17 15:28:22,053 DEBUG   SystemMonitor:262949 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2023-10-17 15:28:22,053 DEBUG   SystemMonitor:262949 [system_monitor.py:_start():183] Publishing last batch of metrics
2023-10-17 15:28:22,053 INFO    HandlerThread:262949 [interfaces.py:finish():202] Joined cpu monitor
2023-10-17 15:28:22,053 INFO    HandlerThread:262949 [interfaces.py:finish():202] Joined disk monitor
2023-10-17 15:28:22,059 INFO    HandlerThread:262949 [interfaces.py:finish():202] Joined gpu monitor
2023-10-17 15:28:22,059 INFO    HandlerThread:262949 [interfaces.py:finish():202] Joined memory monitor
2023-10-17 15:28:22,059 INFO    HandlerThread:262949 [interfaces.py:finish():202] Joined network monitor
2023-10-17 15:28:22,059 DEBUG   SenderThread:262949 [sender.py:send_request():407] send_request: defer
2023-10-17 15:28:22,059 INFO    SenderThread:262949 [sender.py:send_request_defer():609] handle sender defer: 2
2023-10-17 15:28:22,059 INFO    SenderThread:262949 [sender.py:transition_state():613] send defer: 3
2023-10-17 15:28:22,059 DEBUG   HandlerThread:262949 [handler.py:handle_request():146] handle_request: defer
2023-10-17 15:28:22,059 INFO    HandlerThread:262949 [handler.py:handle_request_defer():172] handle defer: 3
2023-10-17 15:28:22,059 DEBUG   SenderThread:262949 [sender.py:send_request():407] send_request: defer
2023-10-17 15:28:22,059 INFO    SenderThread:262949 [sender.py:send_request_defer():609] handle sender defer: 3
2023-10-17 15:28:22,059 INFO    SenderThread:262949 [sender.py:transition_state():613] send defer: 4
2023-10-17 15:28:22,059 DEBUG   HandlerThread:262949 [handler.py:handle_request():146] handle_request: defer
2023-10-17 15:28:22,059 INFO    HandlerThread:262949 [handler.py:handle_request_defer():172] handle defer: 4
2023-10-17 15:28:22,059 DEBUG   SenderThread:262949 [sender.py:send_request():407] send_request: defer
2023-10-17 15:28:22,060 INFO    SenderThread:262949 [sender.py:send_request_defer():609] handle sender defer: 4
2023-10-17 15:28:22,060 INFO    SenderThread:262949 [sender.py:transition_state():613] send defer: 5
2023-10-17 15:28:22,060 DEBUG   HandlerThread:262949 [handler.py:handle_request():146] handle_request: defer
2023-10-17 15:28:22,060 INFO    HandlerThread:262949 [handler.py:handle_request_defer():172] handle defer: 5
2023-10-17 15:28:22,060 DEBUG   SenderThread:262949 [sender.py:send():380] send: summary
2023-10-17 15:28:22,060 INFO    SenderThread:262949 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-10-17 15:28:22,060 DEBUG   SenderThread:262949 [sender.py:send_request():407] send_request: defer
2023-10-17 15:28:22,060 INFO    SenderThread:262949 [sender.py:send_request_defer():609] handle sender defer: 5
2023-10-17 15:28:22,060 INFO    SenderThread:262949 [sender.py:transition_state():613] send defer: 6
2023-10-17 15:28:22,060 DEBUG   HandlerThread:262949 [handler.py:handle_request():146] handle_request: defer
2023-10-17 15:28:22,060 INFO    HandlerThread:262949 [handler.py:handle_request_defer():172] handle defer: 6
2023-10-17 15:28:22,060 DEBUG   SenderThread:262949 [sender.py:send_request():407] send_request: defer
2023-10-17 15:28:22,060 INFO    SenderThread:262949 [sender.py:send_request_defer():609] handle sender defer: 6
2023-10-17 15:28:22,062 DEBUG   HandlerThread:262949 [handler.py:handle_request():146] handle_request: status_report
2023-10-17 15:28:22,354 INFO    SenderThread:262949 [sender.py:transition_state():613] send defer: 7
2023-10-17 15:28:22,354 DEBUG   HandlerThread:262949 [handler.py:handle_request():146] handle_request: defer
2023-10-17 15:28:22,354 INFO    HandlerThread:262949 [handler.py:handle_request_defer():172] handle defer: 7
2023-10-17 15:28:22,354 DEBUG   SenderThread:262949 [sender.py:send_request():407] send_request: defer
2023-10-17 15:28:22,354 INFO    SenderThread:262949 [sender.py:send_request_defer():609] handle sender defer: 7
2023-10-17 15:28:22,643 INFO    Thread-12 :262949 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/sjkim/ICLR2023/outputs/2023-10-17/15-28-00/wandb/run-20231017_152800-h0kdjq5q/files/config.yaml
2023-10-17 15:28:22,643 INFO    Thread-12 :262949 [dir_watcher.py:_on_file_created():271] file/dir created: /home/sjkim/ICLR2023/outputs/2023-10-17/15-28-00/wandb/run-20231017_152800-h0kdjq5q/files/wandb-summary.json
2023-10-17 15:28:23,051 DEBUG   HandlerThread:262949 [handler.py:handle_request():146] handle_request: poll_exit
2023-10-17 15:28:24,010 INFO    SenderThread:262949 [sender.py:transition_state():613] send defer: 8
2023-10-17 15:28:24,010 DEBUG   SenderThread:262949 [sender.py:send_request():407] send_request: poll_exit
2023-10-17 15:28:24,010 DEBUG   HandlerThread:262949 [handler.py:handle_request():146] handle_request: defer
2023-10-17 15:28:24,011 INFO    HandlerThread:262949 [handler.py:handle_request_defer():172] handle defer: 8
2023-10-17 15:28:24,011 DEBUG   SenderThread:262949 [sender.py:send_request():407] send_request: defer
2023-10-17 15:28:24,011 INFO    SenderThread:262949 [sender.py:send_request_defer():609] handle sender defer: 8
2023-10-17 15:28:24,011 INFO    SenderThread:262949 [job_builder.py:build():281] Attempting to build job artifact
2023-10-17 15:28:24,011 INFO    SenderThread:262949 [job_builder.py:_get_source_type():393] is repo sourced job
2023-10-17 15:28:24,012 INFO    SenderThread:262949 [job_builder.py:build():369] adding wandb-job metadata file
2023-10-17 15:28:24,023 INFO    SenderThread:262949 [sender.py:transition_state():613] send defer: 9
2023-10-17 15:28:24,023 DEBUG   HandlerThread:262949 [handler.py:handle_request():146] handle_request: defer
2023-10-17 15:28:24,023 INFO    HandlerThread:262949 [handler.py:handle_request_defer():172] handle defer: 9
2023-10-17 15:28:24,023 DEBUG   SenderThread:262949 [sender.py:send():380] send: artifact
2023-10-17 15:28:24,052 DEBUG   HandlerThread:262949 [handler.py:handle_request():146] handle_request: poll_exit
2023-10-17 15:28:24,643 INFO    Thread-12 :262949 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/sjkim/ICLR2023/outputs/2023-10-17/15-28-00/wandb/run-20231017_152800-h0kdjq5q/files/output.log
2023-10-17 15:28:25,686 INFO    wandb-upload_1:262949 [upload_job.py:push():86] Skipped uploading /home/sjkim/.local/share/wandb/artifacts/staging/tmpfiaa4tlr
2023-10-17 15:28:25,944 WARNING StreamThr :262949 [internal.py:is_dead():414] Internal process exiting, parent pid 262917 disappeared
2023-10-17 15:28:25,945 ERROR   StreamThr :262949 [internal.py:wandb_internal():152] Internal process shutdown.
2023-10-17 15:28:26,052 INFO    HandlerThread:262949 [handler.py:finish():866] shutting down handler
2023-10-17 15:28:26,052 INFO    WriterThread:262949 [datastore.py:close():294] close: /home/sjkim/ICLR2023/outputs/2023-10-17/15-28-00/wandb/run-20231017_152800-h0kdjq5q/run-h0kdjq5q.wandb
2023-10-17 15:28:26,299 INFO    wandb-upload_0:262949 [upload_job.py:push():89] Uploaded file /home/sjkim/.local/share/wandb/artifacts/staging/tmpvzs4825j
2023-10-17 15:28:27,906 INFO    SenderThread:262949 [sender.py:send_artifact():1456] sent artifact job-https___github.com_GIST-DSLab_ICLR2023.git_train.py - {'id': 'QXJ0aWZhY3Q6NjA3NTc0MDYx', 'state': 'PENDING', 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjEwNzM2MzkzNA==', 'latestArtifact': {'id': 'QXJ0aWZhY3Q6NjA3NTczMDU4', 'versionIndex': 0}}}
2023-10-17 15:28:27,906 INFO    SenderThread:262949 [sender.py:finish():1534] shutting down sender
2023-10-17 15:28:27,906 INFO    SenderThread:262949 [dir_watcher.py:finish():358] shutting down directory watcher
2023-10-17 15:28:28,645 INFO    SenderThread:262949 [dir_watcher.py:finish():388] scan: /home/sjkim/ICLR2023/outputs/2023-10-17/15-28-00/wandb/run-20231017_152800-h0kdjq5q/files
2023-10-17 15:28:28,645 INFO    SenderThread:262949 [dir_watcher.py:finish():402] scan save: /home/sjkim/ICLR2023/outputs/2023-10-17/15-28-00/wandb/run-20231017_152800-h0kdjq5q/files/wandb-metadata.json wandb-metadata.json
2023-10-17 15:28:28,645 INFO    SenderThread:262949 [dir_watcher.py:finish():402] scan save: /home/sjkim/ICLR2023/outputs/2023-10-17/15-28-00/wandb/run-20231017_152800-h0kdjq5q/files/config.yaml config.yaml
2023-10-17 15:28:28,645 INFO    SenderThread:262949 [dir_watcher.py:finish():402] scan save: /home/sjkim/ICLR2023/outputs/2023-10-17/15-28-00/wandb/run-20231017_152800-h0kdjq5q/files/output.log output.log
2023-10-17 15:28:28,645 INFO    SenderThread:262949 [dir_watcher.py:finish():402] scan save: /home/sjkim/ICLR2023/outputs/2023-10-17/15-28-00/wandb/run-20231017_152800-h0kdjq5q/files/wandb-summary.json wandb-summary.json
2023-10-17 15:28:28,645 INFO    SenderThread:262949 [dir_watcher.py:finish():402] scan save: /home/sjkim/ICLR2023/outputs/2023-10-17/15-28-00/wandb/run-20231017_152800-h0kdjq5q/files/requirements.txt requirements.txt
2023-10-17 15:28:28,645 INFO    SenderThread:262949 [file_pusher.py:finish():175] shutting down file pusher
2023-10-17 15:28:28,645 INFO    SenderThread:262949 [file_pusher.py:join():181] waiting for file pusher
2023-10-17 15:28:29,215 INFO    wandb-upload_1:262949 [upload_job.py:push():131] Uploaded file /home/sjkim/ICLR2023/outputs/2023-10-17/15-28-00/wandb/run-20231017_152800-h0kdjq5q/files/output.log
2023-10-17 15:28:29,698 INFO    wandb-upload_0:262949 [upload_job.py:push():131] Uploaded file /home/sjkim/ICLR2023/outputs/2023-10-17/15-28-00/wandb/run-20231017_152800-h0kdjq5q/files/wandb-summary.json
2023-10-17 15:28:30,022 INFO    wandb-upload_3:262949 [upload_job.py:push():131] Uploaded file /home/sjkim/ICLR2023/outputs/2023-10-17/15-28-00/wandb/run-20231017_152800-h0kdjq5q/files/requirements.txt
2023-10-17 15:28:30,346 INFO    wandb-upload_2:262949 [upload_job.py:push():131] Uploaded file /home/sjkim/ICLR2023/outputs/2023-10-17/15-28-00/wandb/run-20231017_152800-h0kdjq5q/files/config.yaml
2023-10-17 15:28:30,647 INFO    SenderThread:262949 [file_stream.py:finish():595] file stream finish called
2023-10-17 15:28:30,908 INFO    SenderThread:262949 [file_stream.py:finish():599] file stream finish is done
